iter	Logloss
0	0.445324755
1	0.3042478919
2	0.1802358401
3	0.1062132273
4	0.07196279564
5	0.04882152519
6	0.03518781974
7	0.02691880939
8	0.02031713874
9	0.0170147454
10	0.01487743507
11	0.01346558827
12	0.01227072663
13	0.01156289701
14	0.01098500586
15	0.01058625776
16	0.01028580634
17	0.009532805241
18	0.009052745647
19	0.008805913215
20	0.008614488123
21	0.008464694893
22	0.008357737414
23	0.008244174112
24	0.00793378017
25	0.007848917842
26	0.007734678114
27	0.007663591825
28	0.007592136302
29	0.007395987559
30	0.007343886705
31	0.007253660277
32	0.007187677592
33	0.007021161194
34	0.006974158678
35	0.006924077159
36	0.00665614806
37	0.006620532997
38	0.006548975831
39	0.006519270875
40	0.006482660083
41	0.006321237127
42	0.006283077423
43	0.006219902158
44	0.006087589239
45	0.006041013403
46	0.006017365362
47	0.005894209589
48	0.005882969785
49	0.005859360883
50	0.005770086141
51	0.005715519943
52	0.005690293183
53	0.005540028959
54	0.00545705884
55	0.005438108505
56	0.005361043399
57	0.005345798818
58	0.005332837712
59	0.005268331645
60	0.005249315813
61	0.005194173152
62	0.005168882033
63	0.005159499727
64	0.005141409112
65	0.00507429261
66	0.005061003265
67	0.005021830566
68	0.00496938982
69	0.004927113557
70	0.004914810523
71	0.004884110283
72	0.004876536255
73	0.004860806754
74	0.004802794596
75	0.004786240839
76	0.00476584929
77	0.004722174663
78	0.004713960933
79	0.004689576176
80	0.004677927889
81	0.004660352901
82	0.004642408341
83	0.004637314942
84	0.004621509827
85	0.00461640786
86	0.004590716637
87	0.004582193922
88	0.004560850747
89	0.004547625864
90	0.004544439842
91	0.00452891537
92	0.004500744598
93	0.004485834431
94	0.004477625738
95	0.004466543909
96	0.004425740327
97	0.004413076735
98	0.004399838245
99	0.004330947129
100	0.004325878981
101	0.004310167624
102	0.004270799068
103	0.004247662285
104	0.004221873859
105	0.004206884377
106	0.004191759501
107	0.00417036403
108	0.004157609065
109	0.004139162518
110	0.00413337193
111	0.004130972625
112	0.004116996318
113	0.004106166886
114	0.00405092944
115	0.00403289434
116	0.004020426672
117	0.004007969101
118	0.004000790803
119	0.003987769362
120	0.00397733701
121	0.003961543404
122	0.00395319701
123	0.003939048483
124	0.003903946355
125	0.003894984526
126	0.003879552035
127	0.003859157731
128	0.003853328431
129	0.003843370116
130	0.003826903454
131	0.003818005332
132	0.00381011664
133	0.003807588829
134	0.003796240444
135	0.003780423147
136	0.003772803018
137	0.003760251359
138	0.003750594934
139	0.003743630499
140	0.003733139468
141	0.003727051513
142	0.003718664837
143	0.003705259231
144	0.00370244092
145	0.003697332379
146	0.003694487231
147	0.003690666332
148	0.003678753025
149	0.003675002206
150	0.003665880155
151	0.003662810761
152	0.00365874767
153	0.003647941595
154	0.003642687935
155	0.003636858292
156	0.003630129569
157	0.003622123344
158	0.00362088191
159	0.003617507848
160	0.003609937821
161	0.003604481002
162	0.003597220713
163	0.003594616612
164	0.003588389165
165	0.003585435172
166	0.003584638124
167	0.003573370845
168	0.003571074564
169	0.003565158112
170	0.00355854745
171	0.003550931193
172	0.003548920025
173	0.003543614009
174	0.00354323751
175	0.003542330764
176	0.003536364082
177	0.003532919421
178	0.003531651692
179	0.003531361706
180	0.003523683449
181	0.003519014768
182	0.003514758426
183	0.003499745671
184	0.003497076469
185	0.003488860693
186	0.003486281522
187	0.003482995188
188	0.003475656772
189	0.00347360316
190	0.003470553913
191	0.003464732464
192	0.003458843987
193	0.003453459828
194	0.003437800477
195	0.003428478038
196	0.003422656352
197	0.003421280727
198	0.003419950671
199	0.003417773327
200	0.003415738671
201	0.003414928608
202	0.003411872848
203	0.003399265832
204	0.003393439543
205	0.003388161906
206	0.003387522754
207	0.003384806477
208	0.003382865127
209	0.003377921943
210	0.003377584651
211	0.003376966228
212	0.003372860034
213	0.003361783031
214	0.003360638945
215	0.003358490703
216	0.003350328028
217	0.003347264139
218	0.003342027046
219	0.003339731426
220	0.003338129787
221	0.003336418992
222	0.00333457011
223	0.003328123242
224	0.003325853512
225	0.00332335376
226	0.003321242644
227	0.003314590685
228	0.003312030402
229	0.003310781734
230	0.003309597396
231	0.003308055817
232	0.003306030657
233	0.003280456808
234	0.003276320322
235	0.00327459279
236	0.003272514809
237	0.003268291188
238	0.003266239618
239	0.003261331835
240	0.00325998677
241	0.003259615345
242	0.003254371806
243	0.00324902921
244	0.003246673786
245	0.003232762771
246	0.003231334608
247	0.003229758694
248	0.003229114595
249	0.003226379331
250	0.003217451577
251	0.003212108338
252	0.003204889645
253	0.003202500471
254	0.003194746523
255	0.003193202923
256	0.003190430414
257	0.00318935955
258	0.003188279321
259	0.003187102982
260	0.00317972046
261	0.003173524306
262	0.003170699375
263	0.003168842278
264	0.003162894332
265	0.003162283959
266	0.003159854159
267	0.003159480792
268	0.003154287368
269	0.003139677427
270	0.003137980856
271	0.00313371542
272	0.003132140401
273	0.003113793337
274	0.003107632596
275	0.003106274563
276	0.003101469809
277	0.003099106767
278	0.003098317337
279	0.003094432068
280	0.003086124985
281	0.003072635925
282	0.003067047638
283	0.003059655189
284	0.003054054209
285	0.003053654712
286	0.003050429544
287	0.003047401085
288	0.003045676667
289	0.003033714345
290	0.003023013994
291	0.003017765604
292	0.00301232266
293	0.003007200883
294	0.003005746489
295	0.003002933323
296	0.002985082244
297	0.002976130984
298	0.002972831582
299	0.002966254383
300	0.002965606816
301	0.002949353189
302	0.002947200625
303	0.002946524544
304	0.002946210965
305	0.002935416926
306	0.002929592783
307	0.002925062476
308	0.002924453688
309	0.00292169256
310	0.002917844362
311	0.002914640247
312	0.002910181603
313	0.002903865663
314	0.002900711921
315	0.00289169808
316	0.002891186363
317	0.002889049083
318	0.002875470917
319	0.002869267953
320	0.002865796551
321	0.002863057
322	0.002859615044
323	0.00285701
324	0.002852201351
325	0.002842871828
326	0.002841509841
327	0.002838713057
328	0.002837084005
329	0.002829652638
330	0.002827149634
331	0.002823582045
332	0.002822952183
333	0.002819488283
334	0.002816787631
335	0.002815295195
336	0.002812287695
337	0.002810812713
338	0.002810070296
339	0.002806455602
340	0.002804299592
341	0.002799723901
342	0.00279766376
343	0.002794732321
344	0.002786035351
345	0.002784882623
346	0.002766424159
347	0.002762717153
348	0.002762287882
349	0.002762234897
350	0.002761333293
351	0.002754143974
352	0.002752756428
